見出し,表記
ちょうかん,長官
ちょうかん,朝刊
ちょうき,弔旗
ちょうき,長期
ちょうきょり,長距離
ちょうけい,長兄
ちょうけし,帳消し
ちょうこう,兆候・徴候
ちょうこう,聴講
ちょうごう,調合
ちょうこく,彫刻
ちょうさ,調査
ちょうざい,調剤
ちょうし,長子
ちょうし,×銚子
ちょうし,調子
ちょうじ,弔辞
ちょうじかん,長時間
ちょうじゃ,長者
ちょうしゅ,聴取
ちょうじゅ,長寿
ちょうしゅう,徴収
ちょうしゅう,徴集
ちょうしゅう,聴衆
ちょうじゅう,鳥獣
ちょうしょ,長所
ちょうしょ,調書
ちょうじょ,長女
ちょうじょう,長上
ちょうじょう,頂上
ちょうしょく,朝食
ちょうじり,帳×尻
ちょうしん,長身
ちょうしん,長針
ちょうじん,超人
ちょうしんき,聴診器
ちょうず,△手△水
ちょうする,徴する
ちょうずる,長ずる
ちょうせい,町政
ちょうせい,長逝
ちょうせい,調整
ちょうぜい,町税
ちょうぜい,徴税
ちょうせき,朝夕
ちょうせつ,調節
ちょうせん,挑戦
ちょうせん,朝鮮
ちょうぜん,超然
ちょうそ,彫塑
ちょうぞう,彫像
ちょうそく,長足
ちょうぞく,超俗
ちょうそん,町村
ちょうだい,頂×戴
ちょうたつ,調達
ちょうたん,長短
ちょうチフス,腸チフス
ちょうちょ,×蝶×蝶
ちょうちょう,町長
ちょうちょう,×蝶×蝶
ちょうちん,△提△灯
ちょうつがい,×蝶△番
ちょうづめ,腸詰め
ちょうてい,朝廷
ちょうてい,調停
ちょうてん,頂点
ちょうでん,弔電
ちょうと,長途
ちょうど,調度
ちょうど,丁度・〈×恰度〉
ちょうない,町内
ちょうなん,長男
ちょうにん,町人
ちょうば,帳場
ちょうはつ,徴発
ちょうばつ,徴罰
ちょうふく,重複
ちょうぶん,長文
ちょうへい,徴兵
ちょうへん,長編・長×篇
ちょうぼ,帳簿
ちょうほう,重宝
ちょうぼう,眺望
ちょうほうけい,長方形
ちょうほんにん,張本人
ちょうみりょう,調味料
ちょうみん,町民
ちょうめ,丁目
ちょうめい,長命
ちょうめん,帳面
ちょうもん,弔問
ちょうやく,跳躍
ちょうよう,長幼
ちょうよう,徴用
ちょうり,調理
ちょうりゅう,潮流
ちょうりょく,聴力
ちょうるい,鳥類
ちょうれい,朝礼
ちょうれん,調練
ちょうろう,長老
ちょうわ,調和
チョーク,chalk
ちよがみ,千代紙
ちょきちょき,
ちょきり,
ちょきん,貯金
ちょきん,
ちょくえい,直営
ちょくげん,直言
ちょくご,直後
ちょくご,勅語
ちょくしゃ,直射
ちょくせつ,直接
ちょくせん,直線
ちょくぜん,直前
ちょくぞく,直属
ちょくちょう,直腸
ちょくつう,直通
ちょくほうたい,直方体
ちょくめん,直面
ちょくやく,直訳
ちょくりつ,直立
ちょくりゅう,直流
ちょこざい,×猪△口才
ちょこちょこ,
ちょこっと,
ちょこなんと,
チョコレート,chocolate
ちょこんと,
ちょさく,著作
ちょしゃ,著者
ちょじゅつ,著述
ちょしょ,著書
ちょすい,貯水
ちょすいち,貯水池
ちょぞう,貯蔵
ちょたん,貯炭
ちょちく,貯蓄
ちょっか,直下
ちょっかく,直角
ちょっかく,直覚
ちょっかくてき,直覚的
ちょっかつ,直轄
ちょっかん,直感
ちょっかん,直観
チョッキ,←〔葡〕jaque
ちょっきゅう,直球
ちょっきり,
ちょっけい,直系
ちょっけい,直径
ちょっけつ,直結
ちょっこう,直行
ちょっと,〈一寸〉・△鳥渡
ちょっぴり,
ちょめい,著名
ちょろちょろ,
ちょろり,
ちょんぎる,
ちょんちょん,
ちょんまげ,△丁×髷
ちらかす,散らかす
ちらかる,散らかる
ちらし,散らし
ちらす,散らす
ちらちら,
ちらつく,
ちらと,
ちらばる,散らばる
ちらほら,
ちらり,
ちり,×塵
ちり,地理
ちりあくた,×塵×芥
ちりがみ,×塵紙
ちりちり,
ちりぢり,散り散り
ちりとり,×塵取り
ちりばめる,×鏤める
ちりめん,△縮×緬
ちりょう,治療
ちりょく,知力・×智力
ちりりりりりん,
ちりん,
ちる,散る
ちろちろ,
ちん,×狆
ちん,賃
ちんあげ,賃上げ
ちんあつ,鎮圧
ちんか,鎮火
ちんがし,賃貸し
ちんがり,賃借り
ちんき,珍奇
ちんきゃく,珍客
ちんぎん,賃金・賃銀
ちんこう,沈降
ちんし,沈思
ちんじ,珍事・×椿事
ちんしゃ,陳謝
ちんじゅ,鎮守
ちんじゅつ,陳述
ちんじょう,陳情
ちんせい,鎮静
ちんたい,沈滞
ちんちゃく,沈着
ちんちょう,珍重
ちんちろりん,
ちんちん,
ちんつう,沈痛
ちんつうざい,鎮痛剤
ちんでん,沈殿・沈×澱
ちんどんや,ちんどん屋
ちんば,×跛
ちんぴら,
ちんぴん,珍品
ちんぷ,陳腐
ちんぷんかんぷん,
ちんぼつ,沈没
ちんみ,珍味
ちんみょう,珍妙
ちんもく,沈黙
ちんゆう,沈勇
ちんれつ,陳列
つ,
つい,対
つい,
ついえ,費え
ついえる,費える
ついおく,追憶
ついか,追加
ついきゅう,追及
ついきゅう,追求
ついきゅう,追究・追窮
ついく,対句
ついげき,追撃
ついし,墜死
ついしけん,追試験
ついじゅう,追従
ついしょう,追従
ついずい,追随
ついせき,追跡
ついたち,《一日》・×朔
ついたて,△衝立
ついちょう,追徴
ついて,就いて
ついで,△序で
ついで,次いで
ついと,
ついとう,追悼
ついとつ,追突
ついに,△終に・△遂に・×竟に
ついばむ,×啄む
ついひ,追肥
ついぼ,追慕
ついほう,追放
ついやす,費やす
ついらく,墜落
つう,通
つううん,通運
つうか,通貨
つうか,通過
つうかい,痛快
つうがく,通学
つうかん,痛感
つうき,通気
つうぎょう,通暁
つうきん,通勤
つうこう,通行
つうこく,通告
つうこん,痛恨
つうさん,通算
つうじ,通じ
つうしょう,通称
つうしょう,通商
つうじょう,通常
つうじる,通じる
つうしん,通信
つうしんぼ,通信簿
つうずる,通ずる
つうせつ,通説
つうせつ,痛切
つうぞく,通俗
つうたつ,通達
つうち,通知
つうちょう,通帳
ツーテンジャック,two-ten-Jack
つうどく,通読
つうねん,通念
ツーピース,←two-piece dress
つうふう,通風
つうふう,痛風
つうぶん,通分
つうへい,通弊
つうほう,通報
つうやく,通訳
つうよう,通用
つうらん,通覧
ツーリスト,tourist
つうれい,通例
つうろ,通路
つうわ,通話
つえ,×杖
つか,△柄
つか,塚
つかい,使い・遣い
つがい,△番
つかいかた,使い方・遣い方
つかいこなす,使いこなす
つかいこみ,使い込み・遣い込み
つかいこむ,使い込む・遣い込む
つかいならす,使い慣らす
つかいなれる,使い慣れる・使い△馴れる
つかいはたす,使い果たす
つかいみち,使い道・使い△途
つかう,使う・遣う
つかえ,△支え・×閊え
つかえ,仕え
つかえる,△支える・×閊える
つかえる,仕える・△事える
つがえる,△番える
つかさどる,△司る
つかつか,
つかねる,△束ねる
つかのま,△束の間
つかまえる,捕まえる・×掴まえる
つかまる,捕まる・×掴まる
つかみ,×掴み・×攫み
つかみあい,×掴み合い
つかみあう,×掴み合う
つかみかかる,×掴み掛かる
つかみだす,×掴み出す
つかむ,×掴む・×攫む
つからす,疲らす
つかる,△浸かる・漬かる
つかれ,疲れ
つかれる,疲れる
つかわす,遣わす
つき,月
つき,付き
つき,突き
つき,×搗き
つぎ,次
つぎ,継ぎ
つきあい,付き合い
つきあう,付き合う
つきあかり,月明かり
つきあげ,突き上げ
つきあげる,突き上げる
つきあたり,突き当たり
つきあたる,突き当たる
つきあてる,突き当てる
つきあわせる,突き合わせる
つぎあわせる,継ぎ合わせる
つきおくれ,月遅れ・月後れ
つきおとす,突き落とす
つきかかる,突き掛かる
つきかげ,月影
つきがけ,月掛け
つぎき,接ぎ木
つきぎめ,月△極め
つききり,付き切り
つきごと,月毎
つきこむ,突き込む
つぎこむ,△注ぎ込む
つきころす,突き殺す
つきころばす,突き転ばす
つきさす,突き刺す
つきずえ,月末
つきそい,付き添い
つきそう,付き添う
つきたおす,突き倒す
つぎたし,継ぎ足し
つきだす,突き出す
つぎたす,継ぎ足す
つきづき,月月
つぎつぎ,次次
つきつける,突き付ける
つきつめる,突き詰める
つきとおす,突き通す
つきとおる,突き通る
つきとばす,突き飛ばす
つきとめる,突き止める
つきなみ,月並み・月△次
つきぬく,突き抜く
つきぬける,突き抜ける
つきのける,突き△除ける
つきはじめ,月初め
つきはてる,尽き果てる
つきはなす,突き放す
つきひ,月日
つきまとう,付き×纏う
つきみ,月見
つきみそう,月見草
つぎめ,継ぎ目
つきもの,付き物
つきやぶる,突き破る
つきやま,《築山》
つきよ,月夜
つきる,尽きる
つく,付く・△附く
つく,△吐く
つく,突く
つく,△点く
つく,着く
つく,就く
つく,×搗く
つぐ,次ぐ
つぐ,△注ぐ
つぐ,接ぐ
つぐ,継ぐ
つくえ,机
つくし,〈土筆〉
づくし,尽くし
つくす,尽くす
つくづく,△熟
つくだに,×佃煮
つくつくぼうし,つくつく法師
つぐない,償い
つぐなう,償う
つくねんと,
つぐむ,×噤む
つくり,×旁
つくり,作り・造り
つくりあげる,作り上げる・造り上げる
つくりかえる,作り替える
つくりかた,作り方
つくりごと,作り事
つくりだす,作り出す・造り出す
つくりつけ,作り付け
つくりなおす,作り直す
つくりばなし,作り話
つくる,作る・造る
つくろい,繕い
つくろう,繕う
つけ,付け
つけあがる,付け上がる
つけいる,付け入る
つけかえる,付け替える
つげぐち,告げ口
つけくわえる,付け加える
つけこむ,付け込む
つけたり,付けたり
つけとどけ,付け届け
つけな,漬け菜
つけね,付け根
つけねらう,付け×狙う
つけび,付け火
つけまわす,付け回す・付け×廻す
つけめ,付け目
つけもの,漬物
つけやきば,付け焼き刃
つける,付ける・△附ける
つける,△浸ける
つける,着ける
つける,漬ける
つげる,告げる
つごう,都合
つごもり,×晦
つじ,×辻
つじつま,×辻×褄
つた,×蔦
つたう,伝う
つたえ,伝え
つたえきく,伝え聞く
つたえる,伝える
つたない,△拙い
つたわる,伝わる
つち,土
つち,×槌
つちいろ,土色
つちかう,培う
つちけむり,土煙
つつ,筒
つつ,
つつうらうら,津津浦浦
つっかい,
つっかえす,突っ返す
つっかかる,突っ掛かる
つっかける,突っ掛ける
つつがない,×恙無い
つづき,続き
つづきがら,続き柄
つづきもの,続き物
つっきる,突っ切る
つつく,
つづく,続く
つづけざま,続け様
つづける,続ける
つっこみ,突っ込み
つっこむ,突っ込む
つつさき,筒先
つつじ,〈×躑×躅〉
つつしみ,慎み・謹み
つつしむ,慎む・謹む
つつそで,筒×袖
つったつ,突っ立つ
つっつく,突っ突く
つっと,
つつぬけ,筒抜け
つっぱり,突っ張り
つっぱる,突っ張る
つつましい,△慎ましい
つづまる,△約まる
つつみ,包み
つつみ,堤
つづみ,鼓
つつみかくす,包み隠す
つつみがみ,包み紙
つつむ,包む
つづめる,△約める
つづら,〈×葛×篭〉
つづり,×綴り
つづる,×綴る
つづれ,×綴れ
つて,△伝・〈伝手〉
つと,
つど,都度
つどい,集い
つどう,集う
つとに,×夙に
つとまる,勤まる
つとめ,務め
つとめ,勤め
つとめさき,勤め先
つとめて,努めて・△勉めて
つとめる,努める
つとめる,務める
つとめる,勤める
つな,綱
つながり,×繋がり
つながる,×繋がる
つなぎ,×繋ぎ
つなぎあわせる,×繋ぎ合わせる
つなぐ,×繋ぐ
つなひき,綱引き・綱×曳き
つなみ,津波・津△浪・〈海×嘯〉
つなわたり,綱渡り
つね,常
つねづね,常常
つねる,×抓る
つの,角
つのつきあい,角突き合い
つのぶえ,角笛
つのる,募る
つば,×唾
つば,×鍔・×鐔
つばき,×唾
つばき,×椿
つばくろ,×燕
つばさ,翼
つばめ,×燕
つぶ,粒
つぶさに,△具に・△備に
つぶし,×潰し
つぶす,×潰す
つぶぞろい,粒×揃い
つぶて,〈飛×礫〉・×礫
